Heure,Production_Elec
0,110.12351844459829
1,111.31404296832368
2,115.48087880136254
3,118.15955897974466
4,115.48087880136254
5,111.01641183739233
6,104.76615808783404
7,96.73011755268769
8,89.45968721330614
9,104.94732604420965
10,155.25611153351232
11,252.27155988711053
12,235.2796430443506
13,163.8712919733217
14,138.1296981454075
15,128.96401584117672
16,128.87427969327314
17,141.37478719238968
18,131.8505910025866
19,112.80219862298041
20,96.43248642175634
21,81.55092987518901
22,76.78883178028745
23,101.1945845166579
24,129.76717308606717
25,125.89796838395966
26,138.69610701400757
27,146.13688528729125
28,141.37478719238968
29,142.8629428470464
30,143.4582051089091
31,144.94636076356585
32,164.0970049741175
33,196.66799245625296
34,222.31094112737952
35,302.431206781416
36,400.5724748769197
37,372.1127428079084
38,303.92636043136736
39,255.37472368741115
40,230.068864209931
41,224.1162415913041
42,207.44889825914865
43,178.57867855880804
44,160.12554844106455
45,142.8629428470464
46,139.29136927587027
47,145.54162302542855
48,149.7084588584674
49,154.1729258224376
50,151.79187677498683
51,133.33874665724332
52,116.96903445601926
53,111.90930523018636
54,119.0524523725387
55,129.76717308606717
56,136.24335518944233
57,147.26652705637565
58,158.7110065771117
59,169.49743006775464
60,166.890452666487
61,152.489390867795
62,136.61629577164598
63,112.28224581239002
64,100.5993222547952
65,93.75380624337421
66,108.3377316590102
67,118.15955897974466
68,95.24196189803095
69,97.92064207641307
70,133.04111552631198
71,158.93502391733915
72,152.68477016778087
73,106.84957600435347
74,97.92064207641307
75,118.457190110676
76,110.12351844459829
77,60.12148844813204
78,58.03807053161261
79,55.061759222299145
80,73.1258264006393
81,132.48000899243814
82,169.35402451352573
83,247.23304000018248
84,302.38092869622744
85,283.75023729626616
86,255.84991610056025
87,233.62792209806528
88,208.93705391380539
89,180.9597276062588
90,147.32740981101662
91,138.99373814493893
92,129.76717308606717
93,129.4695419551358
94,129.17191082420447
95,132.44585326444928
96,133.33874665724332
97,133.33874665724332
98,131.55295987165525
99,126.7908617767537
100,120.54060802719543
101,114.29035427763714
102,108.04010052807885
103,104.17089582597134
104,123.75366771279926
105,178.10561251226937
106,202.00944580883856
107,236.3070329824895
108,242.53755770069023
109,220.39087314946758
110,156.11676021190695
111,81.60481463453537
112,44.04940737783931
113,44.94230077063335
114,47.02571868715278
115,48.51387434180952
116,47.32334981808413
117,41.965989461319886
118,35.12047344989891
119,28.572588569409284
120,23.215228212645044
121,19.04839237960619
122,15.476818808430028
123,11.607614106322522
124,9.821827320734442
125,12.500507499116562
126,19.346023510537538
127,25.893908391027164
128,73.75524439049082
129,211.1123343448389
130,309.8382600327529
131,359.8188653372932
132,340.435079424609
133,178.36017890632786
134,109.91201678741271
135,120.78626541236984
136,138.39847588307623
137,147.0297786800853
138,151.79187677498683
139,155.95871260802568
140,173.81658046390646
141,192.56734171258134
142,191.97207945071864
143,169.94737576179895
144,147.0297786800853
145,127.38612403861639
146,119.94534576533273
147,108.63536278994155
148,103.2780024331773
149,116.07614106322522
150,121.1358702890581
151,125.00507499116561
152,137.4930668072403
153,191.48098003339086
154,280.66658717430204
155,413.3708288599887
156,456.63489701070563
157,353.1235375223747
158,273.4657332454245
159,260.4111172077287
160,261.0225018267911
161,255.96277260095817
162,245.24805188742968
163,230.36649534086237
164,210.12757843753076
165,187.8052436176798
166,156.85160600081971
167,138.99373814493893
168,130.36243534792987
169,113.09982975391175
170,111.90930523018636
171,111.31404296832368
172,106.55194487342212
173,101.1945845166579
174,113.69509201577445
175,134.52927118096872
176,164.98268501859593
177,222.54026080233314
178,257.71631467214684
179,281.1180131758937
180,289.9357862640046
181,288.0549609957867
182,291.86858527797943
183,284.3686199106231
184,284.8329923012988
185,283.3448366466421
186,284.2377300394361
187,280.9637875991913
188,270.5466980165942
189,256.8556659937522
190,251.20067450605663
191,246.73620754208642
192,241.97410944718487
193,234.83096230483258
194,223.22334819851005
195,211.31810296125616
196,194.65075962910075
197,158.04213052454512
198,136.3150579665568
199,128.57664856234177
200,104.93650602173616
201,115.00759740180284
202,163.24548065762798
203,185.40468089189253
204,178.2184690126673
205,160.69047700211726
206,122.67791070306123
207,82.87595094425926
208,61.60964410278877
209,50.00202999646625
210,44.94230077063335
211,41.07309606852585
212,37.20389136641834
213,35.7157357117616
214,36.310997973624296
215,32.441793271516794
216,25.001014998233124
217,16.964974463086765
218,8.03604053514636
219,2.381049047450774
220,0.8928933927940401
221,2.083417916519427
222,6.250253749558281
223,13.393400891910602
224,21.746801589345843
225,40.37388631514928
226,51.818365835885345
227,54.08825404350659
228,52.09626793545915
229,50.028972376139436
230,45.26326760708007
231,38.11651379056991
232,39.28730928293777
233,43.15651398504527
234,49.406767734603555
235,57.44280826974992
236,61.907275233720114
237,63.39543088837685
238,61.907275233720114
239,58.33570166254396
240,56.549914876955874
241,51.49018565112298
242,47.918612079946826
243,43.751776246907966
244,39.58494041386911
245,36.01336684269295
246,36.60862910455565
247,38.692047021075076
248,43.493603178691686
249,55.648112475277784
250,65.99710595491828
251,68.84613406720253
252,64.90161991382271
253,54.18329252613641
254,38.19903659015786
255,22.08389078299225
256,12.500507499116562
257,11.309982975391176
258,11.309982975391176
259,10.119458451665789
260,9.226565058871747
261,9.821827320734442
262,13.988663153773295
263,16.36971220122407
264,15.476818808430028
265,10.71472071352848
266,10.417089582597136
267,14.881556546567337
268,16.964974463086765
269,15.179187677498682
270,13.988663153773295
271,13.095769760979255
272,19.889312026643296
273,36.52801731855713
274,54.2263572630093
275,69.09539812653476
276,80.89308919811693
277,77.04000685320914
278,56.51236782783025
279,34.10390353423347
280,30.65600648592871
281,41.66835833038854
282,51.78781678205433
283,61.31201297185742
284,65.18121767396494
285,60.41911957906339
286,54.1688658295051
287,53.57360356764241
288,55.35939035323049
289,55.65702148416184
290,55.95465261509318
291,55.95465261509318
292,50.59729225832895
293,39.58494041386911
294,32.441793271516794
295,28.274957438477937
296,40.5764789634508
297,90.72743220189325
298,219.44600601091662
299,317.89042292509896
300,364.95390401439835
301,331.14041826278066
302,251.17607384601496
303,137.3946370034737
304,74.89188415486984
305,100.30169112386385
306,111.61167409925503
307,110.71878070646098
308,105.06378921876538
